,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,46.58,46.91,47.10,47.31,47.33,47.35,47.35,47.35,47.36
thld:0.020,48.53,48.80,49.01,49.32,49.38,49.41,49.42,49.43,49.42
thld:0.025,49.64,49.91,50.13,50.50,50.62,50.66,50.69,50.72,50.73
thld:0.030,50.35,50.54,50.74,51.19,51.37,51.48,51.53,51.60,51.62
thld:0.035,50.83,50.96,51.27,51.76,52.01,52.14,52.23,52.31,52.35
thld:0.040,51.20,51.27,51.59,52.17,52.47,52.62,52.75,52.89,52.96
thld:0.045,51.60,51.59,51.93,52.55,52.87,53.07,53.23,53.41,53.50
thld:0.050,51.83,51.89,52.19,52.94,53.25,53.46,53.63,53.88,54.00
thld:0.100,53.72,53.34,53.45,54.59,55.44,55.91,56.23,56.97,57.49
