,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,48.21,48.67,48.90,49.05,49.10,49.11,49.11,49.11,49.11
thld:0.020,49.63,50.11,50.41,50.71,50.78,50.80,50.80,50.80,50.81
thld:0.025,50.41,50.97,51.33,51.65,51.74,51.80,51.83,51.84,51.84
thld:0.030,50.71,51.25,51.76,52.19,52.38,52.49,52.53,52.58,52.61
thld:0.035,50.99,51.49,52.19,52.68,52.91,53.04,53.14,53.25,53.31
thld:0.040,51.22,51.68,52.41,53.03,53.38,53.55,53.65,53.84,53.94
thld:0.045,51.33,51.78,52.54,53.33,53.79,53.95,54.14,54.32,54.45
thld:0.050,51.37,51.76,52.60,53.65,54.10,54.36,54.55,54.79,54.95
thld:0.100,52.40,51.67,53.08,55.25,56.55,56.95,57.34,58.39,58.89
