,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,50.50,49.94,51.76,47.89,45.24,50.27,55.10,51.93,52.76,49.48,47.89,40.98,50.98,39.47,54.84
thld:0.020,51.84,51.69,51.94,48.81,48.10,51.85,56.48,52.44,56.64,46.43,46.97,43.40,50.00,30.56,57.14
thld:0.025,51.76,51.61,52.92,50.13,51.54,53.85,60.21,55.48,52.04,51.43,47.37,44.68,47.62,34.38,52.17
thld:0.030,51.93,51.50,52.93,50.22,50.51,55.43,58.05,55.56,52.87,54.84,48.00,47.37,51.35,37.04,55.00
thld:0.035,52.72,51.62,53.64,50.09,52.96,56.39,60.00,57.02,51.28,54.55,46.51,50.00,50.00,39.13,52.63
thld:0.040,52.93,51.74,53.06,50.88,53.69,56.70,61.54,59.80,50.72,55.77,44.44,50.00,53.57,42.86,53.33
thld:0.045,52.76,52.00,53.59,52.75,54.20,56.73,61.61,63.53,56.90,57.45,39.39,48.15,56.00,47.37,64.29
thld:0.050,53.29,51.61,53.95,51.96,51.82,60.28,63.00,69.01,60.38,55.81,40.62,47.83,66.67,50.00,60.00
thld:0.100,52.63,50.42,50.71,46.23,56.90,60.53,70.00,52.17,50.00,41.67,44.44,40.00,71.43,50.00,50.00
