,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,46.77,47.34,47.25,47.25,47.30,47.05,47.18,46.99,46.76,47.23,46.83,47.05,47.55,46.98,47.03
thld:0.020,48.83,49.29,49.09,49.13,49.42,48.80,49.17,48.84,48.68,49.14,48.64,48.97,49.21,48.92,49.05
thld:0.025,50.03,50.26,50.18,50.33,50.44,50.00,50.19,50.15,49.75,50.44,49.76,50.00,50.31,49.77,50.31
thld:0.030,50.60,51.14,50.80,50.97,51.04,50.44,50.57,50.92,50.49,50.88,50.50,50.48,50.99,50.18,51.20
thld:0.035,50.89,51.86,51.35,51.36,51.58,50.95,51.25,51.19,51.23,51.41,51.03,51.05,51.67,50.58,51.61
thld:0.040,51.24,52.21,51.65,51.64,51.76,51.30,51.69,51.53,51.38,51.77,51.40,51.24,51.84,51.08,52.06
thld:0.045,51.57,52.47,52.12,52.12,52.08,51.72,51.97,51.86,51.96,52.08,51.63,51.39,52.10,51.42,52.38
thld:0.050,51.94,52.78,52.43,52.20,52.15,52.17,52.09,52.25,52.31,52.44,52.07,51.64,52.22,51.71,52.49
thld:0.100,53.14,54.74,53.30,53.53,53.72,53.44,53.21,52.86,53.37,53.82,53.22,53.46,52.83,53.47,53.62
