,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,51.10,51.15,51.22,51.29,51.38,51.39,51.35,51.38,51.34
thld:0.020,51.82,52.37,52.62,52.88,52.87,52.98,52.97,52.96,52.97
thld:0.025,52.97,53.50,53.83,53.63,53.76,53.91,53.92,53.95,53.98
thld:0.030,53.61,54.07,54.32,53.93,54.14,54.29,54.28,54.40,54.47
thld:0.035,53.65,53.99,54.48,54.43,54.48,54.55,54.70,54.96,54.94
thld:0.040,53.72,54.09,54.51,54.53,54.44,54.76,55.00,55.25,55.25
thld:0.045,54.01,54.34,55.03,54.91,54.82,55.13,55.55,55.75,55.79
thld:0.050,54.33,54.48,55.06,55.18,55.19,55.65,55.96,56.08,56.17
thld:0.100,55.86,52.80,53.24,57.16,57.16,58.05,58.64,59.56,59.84
