,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,4791,5480,5773,5966,5994,6000,6018,6009,6012
thld:0.020,4514,5174,5613,6115,6197,6231,6237,6251,6234
thld:0.025,3818,4607,5278,6061,6282,6341,6373,6422,6428
thld:0.030,3125,4001,4755,5875,6261,6410,6463,6542,6562
thld:0.035,2571,3448,4247,5618,6114,6344,6422,6575,6633
thld:0.040,2073,2902,3709,5218,5852,6197,6347,6557,6642
thld:0.045,1721,2445,3236,4843,5574,6019,6270,6565,6698
thld:0.050,1410,2088,2839,4435,5237,5730,6057,6473,6633
thld:0.100,236,441,672,1634,2494,3175,3729,4993,5811
