,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,10543,12956,13103,13118,13129,13170,13161,13184,13190
thld:0.020,12856,13222,13425,13439,13458,13495,13536,13514,13522
thld:0.025,12869,13302,13408,13541,13648,13636,13654,13610,13638
thld:0.030,12877,13249,13531,13592,13689,13752,13735,13818,13849
thld:0.035,12905,13360,13610,13762,13912,13946,13956,14060,14111
thld:0.040,12948,13383,13587,13843,14000,14119,14157,14195,14301
thld:0.045,12908,13381,13582,13876,14083,14114,14262,14354,14446
thld:0.050,12914,13360,13676,13931,14167,14293,14404,14518,14668
thld:0.100,12915,13398,13691,14062,14319,14525,14605,15002,15328
