,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,8457,10348,11464,12751,13003,13022,13057,13123,13124
thld:0.020,6450,8394,10022,12334,12987,13276,13350,13444,13464
thld:0.025,4580,6497,8260,11313,12535,13047,13286,13539,13556
thld:0.030,3257,4913,6612,10100,11809,12651,13078,13549,13717
thld:0.035,2363,3717,5308,8942,10924,12120,12741,13573,13903
thld:0.040,1707,2831,4217,7814,10025,11414,12310,13495,13921
thld:0.045,1270,2217,3336,6694,9032,10561,11610,13226,13833
thld:0.050,959,1715,2666,5767,8059,9665,10895,12867,13865
thld:0.100,114,215,374,1252,2222,3305,4391,7015,9498
