,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,339672,354278,356719,358679,359117,359440,359166,359367,359730
thld:0.020,356979,367764,370135,373968,374395,374442,374850,374884,375014
thld:0.025,362013,373836,377162,381966,383780,384567,384437,384753,385106
thld:0.030,363984,376722,380240,386769,388759,390144,390128,391128,391316
thld:0.035,364226,377836,382647,390526,393437,393848,395309,395930,396572
thld:0.040,364889,378517,383400,391747,394972,397600,397779,400474,400640
thld:0.045,364635,378517,383367,393290,397099,398128,400303,402854,402442
thld:0.050,364081,379490,383722,394101,397944,400607,403389,403629,403965
thld:0.100,361190,376887,383587,395641,404399,408430,411195,419884,384686
