,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,50286,50113,50450,49695,49817,50085,50187,50117,50434,50489,50306,50185,49917,49946,49973
thld:0.020,49037,48923,49166,48436,48619,48867,48897,48853,49277,49221,48969,48978,48593,48628,48709
thld:0.025,46899,46809,47036,46273,46331,46777,46768,46760,47158,46944,46872,46643,46345,46574,46545
thld:0.030,44027,44045,44227,43500,43695,43796,43931,43776,44291,44184,44068,43910,43584,43655,43736
thld:0.035,40695,40805,40860,40299,40594,40807,40907,40828,40987,40997,40917,40604,40357,40380,40624
thld:0.040,37671,37454,37599,37096,37346,37466,37581,37465,37716,37705,37677,37651,37157,37295,37301
thld:0.045,34163,34157,34281,33869,34033,34238,34292,34078,34299,34385,34523,34352,33801,33960,33941
thld:0.050,31026,30936,30917,30696,30688,30933,30996,30774,31042,31378,31375,31182,30851,30908,30809
thld:0.100,11344,11381,11354,11329,11292,11244,11271,11349,11498,11504,11582,11186,11280,11186,11388
