,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,10781,12747,12814,12845,12859,12887,12885,12908,12895
thld:0.020,12394,12726,12812,12880,12910,12899,12905,12887,12900
thld:0.025,12312,12676,12729,12860,12896,12894,12875,12902,12912
thld:0.030,12274,12651,12689,12846,12855,12873,12901,12899,12914
thld:0.035,12255,12630,12697,12812,12868,12872,12873,12906,12915
thld:0.040,12218,12593,12644,12803,12841,12856,12852,12894,12892
thld:0.045,12190,12573,12662,12794,12813,12849,12822,12874,12848
thld:0.050,12173,12586,12628,12748,12807,12815,12854,12854,12881
thld:0.100,12127,12507,12578,12687,12780,12748,12798,12803,12637
