,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,622142,680279,718224,752000,757576,759215,759203,759479,759877
thld:0.020,521069,601166,661727,733173,749863,755983,757721,759464,759673
thld:0.025,426974,517740,592810,700734,734829,747395,753356,758158,759303
thld:0.030,347029,439697,522238,658425,710286,733535,744824,755933,757873
thld:0.035,282266,372038,454898,610661,678866,712220,730493,750407,756262
thld:0.040,231253,314261,395419,562180,642734,686109,711275,742457,753142
thld:0.045,189374,265749,342331,512372,602645,654243,687550,730072,744318
thld:0.050,157241,225392,296415,464511,560685,620122,658970,714161,736207
thld:0.100,32800,54456,80557,170188,246680,310441,364257,470499,432675
