,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,10453,11889,12438,12804,12866,12876,12901,12895,12897
thld:0.020,9474,10777,11619,12619,12780,12857,12880,12891,12872
thld:0.025,7911,9423,10689,12225,12622,12726,12804,12853,12880
thld:0.030,6513,8225,9614,11681,12365,12631,12714,12848,12887
thld:0.035,5296,7024,8487,11036,11954,12354,12504,12768,12843
thld:0.040,4321,5941,7456,10268,11421,12035,12312,12684,12821
thld:0.045,3574,5034,6539,9489,10787,11585,12023,12544,12767
thld:0.050,2928,4333,5791,8721,10179,11069,11641,12418,12683
thld:0.100,513,915,1409,3196,4759,5964,6903,9040,10368
