,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,718170,749301,754503,757682,758509,759072,758513,758905,759602
thld:0.020,725562,746631,751321,757216,757787,757662,758452,758469,758838
thld:0.025,721289,742847,748836,755016,757343,758739,758241,758592,759110
thld:0.030,717509,740045,745728,753721,755705,757336,756787,757840,758064
thld:0.035,713429,736918,743931,752770,755367,754815,756721,756689,757408
thld:0.040,711891,735176,741644,749786,751908,755000,753858,757022,756417
thld:0.045,709046,732381,738485,747973,750571,749683,751804,754249,752263
thld:0.050,706743,732548,736592,745796,747710,749411,752215,749191,748148
thld:0.100,697924,723518,730668,736557,741404,741819,741932,745171,673759
