,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,15861,4567,1941,1043,622,395,257,196,136,102,76,63,52,40,31
thld:0.020,14998,4320,1832,1009,588,382,239,177,125,95,69,55,48,37,29
thld:0.025,13733,3914,1711,908,529,349,222,162,112,89,65,54,47,36,28
thld:0.030,12267,3477,1510,793,454,308,200,147,101,77,55,47,40,31,27
thld:0.035,10753,3063,1311,690,394,264,170,130,85,69,47,41,37,26,27
thld:0.040,9352,2642,1106,580,342,232,153,113,75,60,43,36,34,25,22
thld:0.045,8016,2255,945,484,288,199,134,98,66,51,38,32,31,22,20
thld:0.050,6882,1943,813,408,235,168,116,89,62,47,35,24,25,16,15
thld:0.100,1491,453,181,85,44,33,28,20,10,7,7,5,6,4,3
