,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,4996,5884,5947,5980,5977,5995,5996,6000,5990
thld:0.020,6004,6178,6214,6270,6275,6252,6266,6255,6265
thld:0.025,6091,6255,6312,6413,6442,6433,6443,6459,6463
thld:0.030,6117,6326,6375,6485,6532,6535,6570,6573,6581
thld:0.035,6157,6362,6450,6545,6612,6618,6633,6650,6674
thld:0.040,6151,6342,6445,6548,6611,6633,6635,6674,6680
thld:0.045,6156,6359,6485,6598,6649,6694,6698,6745,6728
thld:0.050,6145,6368,6490,6590,6642,6659,6712,6717,6731
thld:0.100,6168,6383,6553,6716,6874,6894,6987,7114,7058
