,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,39.30,42.50,44.71,46.25,46.39,46.46,46.49,46.52,46.57
thld:0.020,34.97,40.03,43.51,47.31,47.98,48.19,48.30,48.35,48.44
thld:0.025,29.57,35.71,40.78,46.90,48.65,49.27,49.50,49.76,49.86
thld:0.030,24.14,30.92,36.83,45.51,48.39,49.62,49.98,50.64,50.81
thld:0.035,19.93,26.77,32.83,43.43,47.26,49.14,49.83,50.94,51.30
thld:0.040,15.99,22.44,28.70,40.32,45.23,47.87,49.13,50.73,51.41
thld:0.045,13.27,18.93,25.04,37.37,43.18,46.48,48.33,50.81,51.83
thld:0.050,10.90,16.08,21.94,34.28,40.43,44.51,46.88,50.01,51.48
thld:0.100,1.83,3.43,5.24,12.59,19.21,24.53,29.02,38.61,45.93
