,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,46.24,46.28,46.48,46.64,46.60,46.55,46.59,46.58,46.57
thld:0.020,48.50,48.53,48.50,48.52,48.49,48.40,48.49,48.48,48.51
thld:0.025,49.40,49.29,49.58,49.72,49.79,49.76,49.89,49.97,49.91
thld:0.030,49.82,49.88,50.19,50.33,50.66,50.63,50.76,50.82,50.82
thld:0.035,50.21,50.34,50.78,50.98,51.27,51.28,51.43,51.41,51.52
thld:0.040,50.33,50.34,51.05,50.99,51.39,51.50,51.52,51.60,51.65
thld:0.045,50.52,50.46,51.10,51.40,51.76,52.14,52.14,52.18,52.23
thld:0.050,50.51,50.58,51.34,51.58,51.82,51.89,52.10,52.12,52.10
thld:0.100,50.86,51.03,52.20,52.88,53.80,54.07,54.51,55.33,55.91
