,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,48.85,49.03,49.08,49.11,49.12,49.13,49.13,49.13,49.12
thld:0.020,50.26,50.50,50.71,50.79,50.82,50.81,50.82,50.82,50.83
thld:0.025,50.95,51.29,51.56,51.76,51.81,51.82,51.86,51.87,51.87
thld:0.030,51.28,51.67,52.05,52.33,52.43,52.51,52.58,52.60,52.60
thld:0.035,51.49,51.95,52.38,52.85,52.99,53.07,53.19,53.27,53.32
thld:0.040,51.60,52.13,52.63,53.18,53.40,53.56,53.70,53.89,53.96
thld:0.045,51.70,52.27,52.81,53.46,53.74,53.95,54.11,54.36,54.45
thld:0.050,51.74,52.34,52.94,53.70,54.00,54.30,54.53,54.83,54.96
thld:0.100,51.89,52.60,53.33,54.43,55.18,55.71,56.19,57.27,58.11
