,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,47.26,47.28,47.28,47.33,47.35,47.35,47.35,47.35,47.36
thld:0.020,49.20,49.26,49.27,49.38,49.41,49.43,49.42,49.42,49.42
thld:0.025,50.18,50.32,50.37,50.59,50.67,50.69,50.70,50.73,50.73
thld:0.030,50.72,50.89,50.99,51.31,51.44,51.52,51.55,51.61,51.62
thld:0.035,51.04,51.26,51.42,51.87,52.09,52.17,52.23,52.32,52.36
thld:0.040,51.25,51.48,51.68,52.24,52.52,52.66,52.77,52.89,52.96
thld:0.045,51.41,51.68,51.91,52.58,52.90,53.09,53.24,53.41,53.51
thld:0.050,51.51,51.80,52.09,52.83,53.23,53.46,53.63,53.88,54.02
thld:0.100,51.76,52.10,52.51,53.70,54.54,55.06,55.45,56.35,57.07
