,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,51.23,52.00,51.65,52.32,49.03,48.98,48.66,48.99,51.85,49.41,53.03,50.00,62.79,66.67,57.69
thld:0.020,52.52,52.94,53.77,54.20,52.14,51.88,53.12,55.70,52.78,55.29,54.55,51.79,60.47,63.89,60.00
thld:0.025,53.28,54.29,53.55,55.15,54.21,54.36,54.02,56.38,54.63,53.57,53.03,55.36,62.79,66.67,57.69
thld:0.030,53.57,54.52,53.22,55.13,53.42,56.40,53.36,53.69,55.56,53.57,56.06,58.93,65.12,66.67,57.69
thld:0.035,54.00,54.65,54.18,55.22,54.08,56.52,53.81,51.68,55.56,55.95,59.09,61.11,65.12,68.57,62.50
thld:0.040,54.14,54.24,54.48,54.37,54.01,58.14,52.70,50.68,52.78,56.63,63.08,62.26,61.90,66.67,60.00
thld:0.045,54.40,53.81,54.66,54.82,54.33,60.06,55.00,54.05,53.70,57.83,62.12,64.15,67.44,65.71,61.54
thld:0.050,54.70,54.02,54.48,55.34,55.03,59.48,56.05,55.70,54.63,57.83,62.12,63.46,62.79,63.89,53.85
thld:0.100,55.42,54.43,55.18,56.12,55.67,61.18,58.11,54.73,51.85,57.32,61.54,60.38,58.14,61.11,50.00
