,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,33.35,39.86,44.71,49.70,50.76,51.09,51.20,51.30,51.33
thld:0.020,24.38,32.09,38.67,48.20,50.93,52.13,52.49,52.78,52.92
thld:0.025,18.10,25.39,32.38,44.59,49.41,51.58,52.64,53.62,53.81
thld:0.030,13.21,19.67,26.06,39.79,46.13,49.75,51.60,53.65,54.23
thld:0.035,9.36,14.88,20.65,34.86,42.46,47.11,49.72,53.31,54.55
thld:0.040,6.61,11.02,16.08,29.80,38.31,43.71,47.04,52.33,54.26
thld:0.045,5.07,8.50,12.87,25.56,34.14,40.03,44.41,51.09,53.95
thld:0.050,3.89,6.54,10.17,22.09,30.56,36.77,41.50,49.24,53.31
thld:0.100,0.43,0.89,1.47,4.58,8.52,12.33,16.21,26.46,36.61
