,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,51.37,51.40,51.34,51.44,51.37,51.48,51.39,51.41,51.42
thld:0.020,52.09,52.48,52.65,52.88,52.82,52.98,52.94,52.99,52.99
thld:0.025,52.64,53.18,53.29,53.57,53.67,53.92,53.91,54.00,54.04
thld:0.030,52.75,53.36,53.44,53.83,53.88,54.37,54.41,54.47,54.53
thld:0.035,52.86,53.40,53.48,54.11,54.30,54.66,54.74,55.01,55.04
thld:0.040,52.83,53.34,53.49,54.25,54.30,54.82,54.98,55.21,55.33
thld:0.045,52.87,53.40,53.53,54.43,54.53,55.25,55.55,55.70,55.84
thld:0.050,52.82,53.42,53.55,54.51,54.77,55.62,55.91,56.04,56.17
thld:0.100,52.87,53.48,53.59,54.83,55.40,56.46,56.99,58.15,58.48
