,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,36.66,41.98,45.63,49.20,49.90,50.05,50.10,50.15,50.16
thld:0.020,29.28,36.00,41.50,48.61,50.55,51.20,51.45,51.65,51.67
thld:0.025,22.74,29.60,35.94,46.19,49.78,51.26,51.92,52.56,52.68
thld:0.030,17.40,23.82,30.24,42.48,47.78,50.30,51.60,52.98,53.33
thld:0.035,13.42,19.20,25.23,38.42,45.05,48.56,50.53,53.02,53.77
thld:0.040,10.43,15.48,20.95,34.33,41.88,46.30,48.97,52.68,54.03
thld:0.045,8.17,12.53,17.41,30.41,38.46,43.60,46.88,51.89,53.98
thld:0.050,6.44,10.19,14.47,26.76,35.03,40.68,44.60,50.69,53.67
thld:0.100,0.97,1.77,2.83,7.30,12.09,16.60,20.82,30.78,40.01
