,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,37.89,41.81,44.40,46.76,47.17,47.27,47.30,47.33,47.33
thld:0.020,32.80,38.26,42.47,47.47,48.72,49.11,49.26,49.37,49.39
thld:0.025,27.38,33.58,38.80,46.43,48.88,49.82,50.24,50.60,50.68
thld:0.030,22.48,28.81,34.50,44.16,47.94,49.63,50.49,51.33,51.53
thld:0.035,18.43,24.51,30.29,41.36,46.32,48.79,50.17,51.71,52.17
thld:0.040,15.18,20.82,26.43,38.24,44.15,47.41,49.33,51.76,52.60
thld:0.045,12.56,17.71,22.98,35.08,41.70,45.62,48.11,51.53,52.88
thld:0.050,10.50,15.17,20.08,32.08,39.15,43.61,46.58,51.00,52.95
thld:0.100,2.34,3.84,5.71,12.16,17.94,22.97,27.27,36.79,44.53
