,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,3.049999999999997,2.710000000000001,3.0899999999999963,2.200000000000003,2.509999999999998,2.260000000000005,3.8599999999999994,3.4299999999999997,3.5500000000000043,2.1700000000000017,2.8299999999999983,1.6500000000000057,3.8799999999999955,2.8900000000000006,4.07
thld:0.020,2.269999999999996,2.010000000000005,2.8799999999999955,2.039999999999999,1.9400000000000048,2.230000000000004,3.219999999999999,3.3999999999999986,3.6999999999999957,1.7999999999999972,1.9000000000000057,1.490000000000002,4.020000000000003,2.739999999999995,3.239999999999995
thld:0.025,1.7900000000000063,1.6699999999999946,2.489999999999995,1.4600000000000009,1.4799999999999969,2.740000000000002,3.4000000000000057,3.8299999999999983,3.9299999999999997,1.7299999999999969,1.8900000000000006,2.3200000000000003,3.950000000000003,4.609999999999999,3.740000000000002
thld:0.030,1.5200000000000031,1.019999999999996,2.1700000000000017,1.2999999999999972,1.3900000000000006,3.0900000000000034,3.729999999999997,3.489999999999995,3.789999999999999,1.990000000000002,2.460000000000001,2.25,3.7900000000000063,5.170000000000002,4.57
thld:0.035,1.7600000000000051,0.4200000000000017,1.6400000000000006,1.8799999999999955,1.0,3.3599999999999994,3.8999999999999986,3.4100000000000037,3.980000000000004,1.2299999999999969,2.539999999999999,1.6499999999999986,2.75,5.350000000000001,4.579999999999998
thld:0.040,1.7800000000000011,0.4200000000000017,1.4600000000000009,1.4799999999999969,1.0,3.6999999999999957,4.229999999999997,3.8500000000000014,5.030000000000001,1.8599999999999994,2.480000000000004,1.5600000000000023,3.539999999999999,5.300000000000004,5.050000000000004
thld:0.045,1.8099999999999952,0.21000000000000085,1.1600000000000037,1.3400000000000034,1.1299999999999955,4.040000000000006,4.489999999999995,4.300000000000004,5.710000000000001,2.690000000000005,2.8900000000000006,2.980000000000004,4.769999999999996,5.869999999999997,5.230000000000004
thld:0.050,1.2199999999999989,-0.6399999999999935,0.8900000000000006,1.3999999999999986,1.5,3.1700000000000017,4.810000000000002,4.559999999999995,6.829999999999998,3.1000000000000014,3.520000000000003,3.5799999999999983,6.18,5.410000000000004,4.829999999999998
thld:0.100,1.3800000000000026,-2.9299999999999997,-0.0899999999999963,0.8800000000000026,1.5300000000000011,-1.9000000000000057,3.219999999999999,7.269999999999996,8.5,10.739999999999995,6.689999999999998,3.8100000000000023,4.369999999999997,5.300000000000004,9.46
