,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,213808,248221,268383,288122,291647,292525,292879,293092,292699
thld:0.020,169949,207576,237499,276605,286853,290287,291689,292379,292708
thld:0.025,129816,168264,203261,258840,277539,285493,288651,291470,292566
thld:0.030,98611,135094,170033,235831,263872,276607,283218,290348,292204
thld:0.035,75051,107809,141340,212514,247386,265134,275067,287929,291311
thld:0.040,57838,86414,116856,189196,227929,250206,264020,281811,288827
thld:0.045,44713,69485,96865,166129,208833,234605,251184,275645,284172
thld:0.050,35167,56402,79994,145740,189402,217042,235569,266213,280475
thld:0.100,4743,9055,15176,39366,64323,86789,106780,154538,188331
