,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,21100,25702,25928,26029,26067,26142,26116,26177,26174
thld:0.020,25068,25678,25899,26007,26020,26086,26170,26171,26173
thld:0.025,24950,25587,25650,25993,26092,26098,26154,26089,26090
thld:0.030,24867,25401,25730,25862,25969,26059,26065,26185,26212
thld:0.035,24897,25535,25732,25810,25986,25999,26021,26148,26150
thld:0.040,24946,25517,25603,25749,25907,26067,26063,26040,26148
thld:0.045,24802,25459,25549,25708,25906,25823,26036,26055,26099
thld:0.050,24800,25387,25674,25683,25873,25926,25988,26035,26142
thld:0.100,24802,25419,25605,25699,25815,25887,25788,25947,25977
