,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,12634,3482,1469,772,459,305,197,130,91,73,51,46,37,32,25
thld:0.020,10766,2946,1224,637,384,250,160,108,77,58,45,39,28,28,21
thld:0.025,8850,2451,1012,506,313,206,125,89,65,48,36,33,27,22,20
thld:0.030,7064,1968,805,401,243,161,99,70,55,43,29,27,25,21,19
thld:0.035,5643,1556,640,318,193,122,79,55,40,30,22,21,19,18,17
thld:0.040,4473,1223,503,245,158,100,62,43,28,20,17,19,15,17,15
thld:0.045,3569,972,416,206,133,78,49,32,25,15,15,14,11,13,10
thld:0.050,2868,759,319,166,111,63,42,26,19,11,8,12,9,10,6
thld:0.100,407,102,52,24,18,11,7,4,1,0,0,2,1,3,1
