,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,3.509999999999998,2.1099999999999994,4.230000000000004,0.3100000000000023,-1.8500000000000014,3.25,6.789999999999999,5.57,2.9399999999999977,1.0600000000000023,-0.8400000000000034,-3.979999999999997,5.140000000000001,-5.719999999999999,7.32
thld:0.020,2.5700000000000003,1.7100000000000009,2.0700000000000003,0.0,-2.309999999999995,3.780000000000001,8.230000000000004,2.1600000000000037,5.390000000000001,-1.9799999999999969,-3.5700000000000003,-3.200000000000003,-1.4500000000000028,-15.060000000000002,11.229999999999997
thld:0.025,1.8999999999999986,0.4399999999999977,1.6200000000000045,-0.25,-0.8100000000000023,3.8599999999999994,8.700000000000003,2.3500000000000014,3.9099999999999966,-2.3299999999999983,-7.340000000000003,-8.530000000000001,-3.6799999999999997,-15.170000000000002,2.3599999999999994
thld:0.030,1.5499999999999972,-0.25,1.8199999999999932,-1.0600000000000023,-2.219999999999999,5.32,6.509999999999998,2.519999999999996,5.239999999999995,-2.3800000000000026,-4.850000000000001,-9.579999999999998,-2.509999999999998,-10.670000000000002,-3.3599999999999994
thld:0.035,1.6700000000000017,0.3399999999999963,1.1000000000000014,-0.5600000000000023,-1.3399999999999963,5.759999999999998,9.209999999999994,3.690000000000005,2.539999999999999,-6.100000000000001,-8.39,-7.399999999999999,-3.0799999999999983,-16.939999999999998,-3.8299999999999983
thld:0.040,1.7299999999999969,0.7199999999999989,1.3799999999999955,-1.009999999999998,0.9200000000000017,4.480000000000004,11.79,5.689999999999998,1.5799999999999983,-6.910000000000004,-9.259999999999998,-7.119999999999997,-1.0799999999999983,-16.230000000000004,-4.549999999999997
thld:0.045,1.4400000000000048,0.9499999999999957,0.8500000000000014,0.8500000000000014,1.6300000000000026,4.480000000000004,12.899999999999999,5.899999999999999,4.219999999999999,-3.940000000000005,-4.18,0.4399999999999977,-1.3299999999999983,-11.979999999999997,-0.6899999999999977
thld:0.050,1.5899999999999963,0.19000000000000483,0.1700000000000017,1.3699999999999974,1.5700000000000003,3.8599999999999994,14.049999999999997,7.289999999999999,2.8399999999999963,1.25,-1.4799999999999969,3.1799999999999997,3.8500000000000014,-11.370000000000005,4.969999999999999
thld:0.100,0.5100000000000051,-3.6499999999999986,-1.5300000000000011,2.299999999999997,9.149999999999999,8.32,11.409999999999997,9.350000000000001,1.5200000000000031,-8.25,-3.780000000000001,-0.6199999999999974,7.939999999999998,3.1600000000000037,-4.030000000000001
