,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,3.0500000000000043,2.6499999999999986,2.980000000000004,2.289999999999999,2.6199999999999974,2.1099999999999994,3.809999999999995,3.450000000000003,3.4099999999999966,2.3300000000000054,3.0899999999999963,2.1199999999999974,3.5899999999999963,3.479999999999997,3.9200000000000017
thld:0.020,2.1799999999999997,1.8999999999999986,2.4399999999999977,2.0,1.9699999999999989,2.219999999999999,3.0799999999999983,3.479999999999997,3.479999999999997,1.9799999999999969,2.509999999999998,2.3200000000000003,3.780000000000001,3.6300000000000026,4.0
thld:0.025,1.7899999999999991,1.6200000000000045,2.3200000000000003,1.730000000000004,1.6899999999999977,2.4200000000000017,3.019999999999996,3.309999999999995,3.3999999999999986,1.9299999999999997,2.6299999999999955,3.020000000000003,4.229999999999997,4.579999999999998,4.299999999999997
thld:0.030,1.740000000000002,1.1099999999999994,1.990000000000002,1.5,1.6299999999999955,2.5800000000000054,3.239999999999995,3.3900000000000006,3.0799999999999983,2.1599999999999966,3.3299999999999983,3.1200000000000045,4.669999999999995,4.75,4.699999999999996
thld:0.035,1.7399999999999949,1.0100000000000051,1.6099999999999994,1.8699999999999974,1.7800000000000011,2.6000000000000014,3.280000000000001,3.269999999999996,2.8300000000000054,1.75,3.0799999999999983,3.1099999999999994,3.25,4.830000000000005,3.950000000000003
thld:0.040,1.5799999999999983,0.9200000000000017,1.3700000000000045,1.8399999999999963,2.1799999999999997,2.6400000000000006,3.229999999999997,3.6499999999999986,3.219999999999999,2.520000000000003,3.200000000000003,3.010000000000005,3.8599999999999994,5.339999999999996,4.350000000000001
thld:0.045,1.5100000000000051,0.8299999999999983,1.3200000000000003,1.769999999999996,1.730000000000004,3.0,3.5500000000000043,3.460000000000001,3.1099999999999994,3.200000000000003,3.5900000000000034,3.3400000000000034,3.960000000000001,5.460000000000001,4.289999999999999
thld:0.050,1.230000000000004,0.4100000000000037,1.0799999999999983,1.8399999999999963,1.3800000000000026,2.9399999999999977,3.530000000000001,3.480000000000004,3.1199999999999974,3.190000000000005,3.690000000000005,3.1200000000000045,4.340000000000003,5.440000000000005,4.590000000000003
thld:0.100,1.1499999999999986,-1.2899999999999991,-0.46000000000000085,0.05999999999999517,0.5800000000000054,0.9699999999999989,2.8499999999999943,2.1599999999999966,2.739999999999995,2.3200000000000003,3.009999999999998,3.260000000000005,4.350000000000001,3.75,3.220000000000006
