,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,51.45,51.27,51.28,51.36,51.37,51.39,51.36,51.40,51.35
thld:0.020,52.10,52.45,52.58,52.86,52.89,52.97,52.97,52.99,52.98
thld:0.025,52.61,53.14,53.26,53.58,53.65,53.91,53.94,53.96,54.01
thld:0.030,52.77,53.35,53.43,53.75,53.86,54.31,54.36,54.44,54.52
thld:0.035,52.81,53.36,53.41,54.08,54.27,54.60,54.70,55.01,54.98
thld:0.040,52.75,53.35,53.38,54.21,54.28,54.79,54.96,55.28,55.30
thld:0.045,52.86,53.37,53.52,54.35,54.45,55.22,55.55,55.72,55.79
thld:0.050,52.85,53.37,53.51,54.46,54.72,55.56,55.88,56.03,56.13
thld:0.100,52.86,53.40,53.48,54.77,55.26,56.41,57.01,58.19,58.55
