,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,36.70,41.61,45.07,48.26,48.82,48.99,49.04,49.08,49.08
thld:0.020,29.53,35.98,41.34,48.00,49.76,50.35,50.57,50.73,50.76
thld:0.025,23.03,29.91,36.15,45.82,49.14,50.50,51.14,51.68,51.78
thld:0.030,17.62,24.19,30.65,42.45,47.41,49.72,50.93,52.15,52.46
thld:0.035,13.58,19.51,25.72,38.67,44.90,48.22,50.08,52.34,52.99
thld:0.040,10.50,15.75,21.54,34.76,42.03,46.19,48.74,52.17,53.37
thld:0.045,8.23,12.67,17.94,30.94,38.74,43.69,46.89,51.49,53.40
thld:0.050,6.44,10.32,14.92,27.41,35.59,40.97,44.75,50.52,53.26
thld:0.100,0.96,1.84,2.99,7.90,12.85,17.43,21.84,31.97,41.17
