,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,49.97,50.41,50.54,50.40,50.37,50.38,50.39,50.36,50.39
thld:0.020,51.28,51.49,51.84,51.67,51.72,51.73,51.72,51.64,51.66
thld:0.025,51.58,51.99,52.27,52.09,52.31,52.25,52.21,52.17,52.27
thld:0.030,51.78,52.16,52.59,52.56,52.71,52.77,52.70,52.77,52.83
thld:0.035,51.83,52.32,52.89,53.32,53.54,53.64,53.63,53.77,53.96
thld:0.040,51.90,52.45,53.07,53.76,54.04,54.16,54.32,54.51,54.69
thld:0.045,52.04,52.56,53.16,53.98,54.36,54.66,54.78,55.09,55.35
thld:0.050,52.07,52.63,53.27,54.24,54.76,55.13,55.43,55.76,56.11
thld:0.100,52.07,52.71,53.47,54.72,55.47,56.11,56.63,57.82,59.01
