,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,37.89,41.81,44.40,46.76,47.17,47.27,47.30,47.32,47.33
thld:0.020,32.80,38.26,42.47,47.47,48.71,49.11,49.26,49.37,49.39
thld:0.025,27.38,33.58,38.80,46.43,48.89,49.82,50.24,50.60,50.68
thld:0.030,22.48,28.80,34.50,44.17,47.94,49.63,50.49,51.33,51.53
thld:0.035,18.43,24.52,30.29,41.35,46.32,48.80,50.17,51.72,52.17
thld:0.040,15.18,20.83,26.43,38.23,44.15,47.41,49.33,51.76,52.60
thld:0.045,12.55,17.71,22.99,35.08,41.69,45.61,48.10,51.53,52.86
thld:0.050,10.50,15.16,20.09,32.07,39.14,43.61,46.57,50.99,52.95
thld:0.100,2.33,3.85,5.72,12.18,17.94,23.02,27.26,36.80,44.52
