,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,46.34,46.16,46.41,46.56,46.48,46.52,46.53,46.48,46.45
thld:0.020,48.44,48.55,48.50,48.68,48.61,48.47,48.55,48.54,48.57
thld:0.025,49.47,49.35,49.59,49.87,49.95,49.89,50.04,50.06,50.05
thld:0.030,49.84,50.00,50.24,50.48,50.81,50.77,50.93,50.96,50.96
thld:0.035,50.24,50.37,50.80,51.08,51.38,51.41,51.53,51.53,51.68
thld:0.040,50.34,50.36,50.97,51.14,51.48,51.59,51.63,51.76,51.82
thld:0.045,50.50,50.58,51.22,51.57,51.89,52.10,52.24,52.39,52.37
thld:0.050,50.48,50.60,51.39,51.69,51.86,51.96,52.22,52.26,52.26
thld:0.100,50.86,51.04,52.10,52.94,53.79,54.08,54.59,55.57,55.85
