,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,49.12,49.25,49.51,48.81,49.07,48.50,50.13,49.43,49.32,48.73,49.10,48.33,50.29,49.57,50.08
thld:0.020,48.42,48.58,48.92,48.36,48.61,48.08,49.12,49.08,48.96,48.18,48.39,48.74,50.05,49.39,50.15
thld:0.025,45.91,46.07,46.56,46.03,46.13,45.93,46.87,47.03,46.69,45.88,46.08,46.56,47.89,47.63,47.72
thld:0.030,42.28,42.28,42.87,42.43,42.45,42.34,43.18,43.03,42.51,42.07,42.62,42.29,43.81,43.83,44.68
thld:0.035,38.30,38.26,38.82,38.60,38.46,38.27,39.03,38.81,37.99,37.70,37.59,37.82,38.75,39.77,40.11
thld:0.040,34.25,34.27,34.40,34.36,34.30,34.61,34.92,34.58,34.01,33.47,33.85,33.84,35.16,35.85,36.20
thld:0.045,30.32,30.18,30.52,30.30,30.47,31.02,31.26,30.34,29.84,29.86,30.32,30.51,31.78,32.49,32.75
thld:0.050,26.60,26.49,26.87,26.58,26.73,27.53,27.87,26.52,26.37,25.81,26.87,26.96,27.99,28.37,28.31
thld:0.100,7.40,7.17,7.39,7.09,7.33,7.22,7.48,7.53,7.37,7.41,7.54,6.84,7.65,7.11,7.30
