,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,47.16,44.46,43.96,47.61,46.11,48.81,47.43,48.98,47.32,48.95,47.95,50.97,44.85,45.26,42.53
thld:0.020,49.35,46.33,46.25,48.63,47.28,51.31,49.30,51.02,53.30,52.34,53.08,48.36,46.27,48.71,45.21
thld:0.025,50.79,48.89,47.98,49.69,48.39,52.49,51.33,51.21,53.96,51.31,53.51,47.71,44.98,44.83,45.00
thld:0.030,51.25,48.74,47.89,50.31,49.11,52.69,52.66,51.30,54.08,52.89,55.29,50.00,47.58,49.14,48.42
thld:0.035,51.70,49.38,48.73,51.69,50.39,52.84,52.65,51.12,54.29,54.88,53.10,51.80,48.88,48.28,49.77
thld:0.040,52.56,49.01,48.90,52.00,49.78,52.57,53.43,51.87,54.62,53.70,53.10,49.50,47.94,48.70,45.45
thld:0.045,52.24,49.82,50.69,53.52,50.95,52.71,53.74,51.59,52.80,53.83,52.07,49.67,48.31,50.00,46.12
thld:0.050,52.54,49.53,50.00,53.67,52.13,52.38,55.17,52.52,53.13,53.44,52.23,50.50,47.57,49.34,45.16
thld:0.100,53.02,51.59,50.84,54.47,54.33,56.50,57.88,53.11,55.26,55.73,53.41,47.85,46.82,48.68,45.12
