,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,47.13,44.28,43.67,47.35,45.39,48.89,46.87,48.78,45.87,47.89,46.92,51.16,45.42,45.61,41.07
thld:0.020,48.48,45.72,44.96,47.35,45.39,50.20,47.66,48.59,50.22,49.47,51.32,47.88,45.59,47.90,43.56
thld:0.025,48.65,46.89,45.30,46.74,45.48,49.08,47.35,46.46,49.67,46.58,49.26,45.03,41.91,41.00,42.22
thld:0.030,47.87,44.42,43.06,44.92,43.57,46.33,46.49,44.49,47.30,46.32,48.39,43.97,43.59,44.21,43.75
thld:0.035,45.91,42.32,41.54,44.40,42.24,43.67,44.38,41.39,42.98,44.21,44.57,42.48,39.93,40.34,43.05
thld:0.040,43.98,39.27,38.49,41.28,38.40,40.21,41.44,38.69,39.66,39.63,39.88,37.13,35.53,36.40,35.56
thld:0.045,41.32,36.12,37.27,39.57,36.25,37.50,37.69,34.14,33.91,35.12,33.53,35.43,32.10,33.90,31.39
thld:0.050,39.21,32.89,33.76,35.93,33.30,32.37,34.33,30.65,28.88,30.50,31.67,32.46,29.52,30.13,28.12
thld:0.100,17.01,13.51,11.19,12.50,11.65,12.01,11.88,9.96,10.11,8.73,7.96,7.17,7.09,7.11,7.17
