,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,45.83,46.09,46.41,46.59,46.59,46.60,46.65,46.60,46.62
thld:0.020,47.65,48.01,48.31,48.46,48.49,48.46,48.42,48.49,48.43
thld:0.025,48.26,48.89,49.38,49.58,49.77,49.83,49.77,49.96,49.91
thld:0.030,47.98,48.64,49.46,50.30,50.63,50.75,50.83,50.92,50.92
thld:0.035,48.55,49.09,50.04,50.91,51.15,51.35,51.36,51.50,51.65
thld:0.040,47.98,48.85,49.75,50.82,51.24,51.49,51.55,51.70,51.81
thld:0.045,48.15,48.57,49.49,51.04,51.67,51.96,52.15,52.34,52.46
thld:0.050,48.16,48.19,49.02,50.85,51.45,51.77,52.03,52.13,52.30
thld:0.100,46.00,48.20,47.69,51.13,52.41,53.24,54.02,55.23,56.05
