,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,47.78,48.41,48.77,49.04,49.08,49.11,49.11,49.11,49.10
thld:0.020,48.70,49.47,50.05,50.60,50.75,50.78,50.79,50.80,50.80
thld:0.025,48.98,49.90,50.60,51.41,51.66,51.74,51.80,51.84,51.84
thld:0.030,48.77,49.75,50.60,51.77,52.19,52.36,52.47,52.56,52.60
thld:0.035,48.62,49.63,50.57,52.05,52.59,52.85,52.99,53.20,53.29
thld:0.040,48.36,49.35,50.53,52.20,52.92,53.24,53.44,53.78,53.91
thld:0.045,48.33,49.08,50.42,52.26,53.08,53.52,53.81,54.18,54.38
thld:0.050,47.97,49.00,50.33,52.33,53.28,53.78,54.14,54.59,54.88
thld:0.100,49.07,49.15,49.96,52.02,53.64,54.55,55.35,57.00,58.01
