,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,48.99,49.34,49.10,49.93,49.84,48.65,48.70,47.88,47.93,48.32,47.67,47.45,47.85,49.63,48.59
thld:0.020,50.37,50.98,50.81,51.68,51.35,50.58,49.98,49.16,49.45,49.82,50.17,49.92,50.04,51.22,49.92
thld:0.025,51.21,51.83,51.56,52.42,51.92,51.09,50.85,50.12,50.32,50.76,50.73,51.00,50.86,51.82,51.38
thld:0.030,51.62,52.07,52.01,52.66,52.31,51.02,51.04,50.54,50.88,51.84,51.28,51.06,51.26,52.13,52.54
thld:0.035,51.84,52.56,52.50,53.04,52.33,51.14,50.87,51.11,51.17,52.45,51.10,50.97,51.16,52.56,52.42
thld:0.040,52.09,52.54,52.55,53.27,52.54,51.49,50.82,51.04,50.68,52.83,51.62,50.79,51.48,53.03,52.31
thld:0.045,52.23,52.63,52.63,53.45,52.38,51.25,50.83,51.46,51.14,52.18,51.31,50.00,51.61,52.84,51.80
thld:0.050,52.41,52.54,52.70,53.71,52.92,51.44,50.41,50.99,51.13,52.19,51.36,49.88,50.95,52.39,51.79
thld:0.100,53.07,52.60,52.65,53.27,50.63,50.00,48.82,49.48,50.71,50.74,50.18,48.18,48.85,47.86,45.86
