,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,45.82,45.92,46.34,46.48,46.42,46.48,46.49,46.45,46.42
thld:0.020,48.08,48.21,48.46,48.52,48.56,48.44,48.50,48.51,48.53
thld:0.025,49.26,49.09,49.36,49.75,49.93,49.93,49.98,50.02,50.03
thld:0.030,49.78,49.61,49.91,50.31,50.80,50.80,50.86,50.93,50.93
thld:0.035,49.88,49.81,50.57,50.94,51.34,51.44,51.50,51.54,51.63
thld:0.040,50.00,49.81,50.32,51.01,51.47,51.57,51.59,51.74,51.82
thld:0.045,49.96,49.70,50.48,51.57,51.83,51.92,52.24,52.42,52.38
thld:0.050,49.99,49.48,50.48,51.94,51.65,51.87,52.12,52.21,52.30
thld:0.100,53.25,52.69,51.74,53.07,54.02,54.85,54.91,55.74,56.23
