,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,10768,12731,12837,12872,12909,12896,12931,12925,12920
thld:0.020,12422,12756,12840,12898,12913,12922,12918,12937,12920
thld:0.025,12358,12718,12784,12877,12905,12899,12920,12929,12932
thld:0.030,12299,12681,12752,12863,12879,12917,12899,12927,12925
thld:0.035,12259,12663,12701,12815,12874,12893,12904,12909,12894
thld:0.040,12255,12641,12686,12790,12885,12859,12889,12918,12928
thld:0.045,12194,12626,12674,12771,12837,12816,12876,12895,12878
thld:0.050,12196,12616,12658,12768,12819,12851,12876,12885,12884
thld:0.100,12152,12554,12589,12709,12789,12758,12807,12861,12599
