,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,10476,11888,12443,12813,12876,12892,12896,12908,12892
thld:0.020,9474,10767,11641,12616,12799,12877,12901,12900,12922
thld:0.025,7906,9450,10670,12246,12620,12788,12833,12861,12897
thld:0.030,6507,8205,9600,11702,12357,12590,12709,12870,12883
thld:0.035,5290,7047,8497,11021,11935,12368,12542,12804,12852
thld:0.040,4309,5931,7456,10247,11390,12012,12317,12708,12801
thld:0.045,3569,5020,6534,9500,10819,11579,11990,12571,12782
thld:0.050,2921,4309,5777,8696,10172,11068,11672,12394,12709
thld:0.100,509,914,1411,3189,4736,5954,6931,9005,10364
