,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,17396,20823,22986,25311,25857,25958,26042,26030,26122
thld:0.020,13099,16757,19637,24031,25226,25714,25913,25939,25922
thld:0.025,9451,12985,16173,22012,24160,25112,25548,25933,26002
thld:0.030,6782,9987,13057,19566,22530,24110,24888,25795,25952
thld:0.035,4906,7629,10468,17120,20751,22710,23896,25344,25735
thld:0.040,3596,5787,8257,14833,18750,21291,22820,24701,25668
thld:0.045,2710,4530,6594,12711,16787,19454,21309,23948,25179
thld:0.050,2057,3521,5345,10892,14908,17812,19844,23085,24957
thld:0.100,232,498,780,2381,4104,5933,7788,12067,16120
