,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,618751,680782,718334,752061,757737,758928,759568,759886,759530
thld:0.020,520782,601373,661742,732738,750153,755476,757803,759448,759251
thld:0.025,427052,517675,593177,701017,735040,748003,753278,758462,759061
thld:0.030,347167,439950,522047,658818,710380,733430,744645,755553,758591
thld:0.035,282237,371379,454924,611871,679051,712825,730787,751408,757076
thld:0.040,231367,314423,395785,562233,642964,686180,711369,743278,753276
thld:0.045,189548,265935,342192,512494,602750,653952,686941,732298,744101
thld:0.050,157113,225781,296206,465129,560409,619214,657248,711242,735420
thld:0.100,32690,54391,79987,169164,244890,308190,360732,473792,447064
