,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,247874,280545,301499,321045,324547,325545,325632,326396,326116
thld:0.020,197965,237514,269518,309726,320186,323672,324937,325577,326167
thld:0.025,153507,195797,233329,290804,310258,318217,321835,325459,325844
thld:0.030,117827,158193,197498,267331,295951,309798,316898,323798,325215
thld:0.035,91049,128030,166087,242212,278242,297134,307569,320663,323612
thld:0.040,70855,103942,138542,217260,258494,282166,296411,315306,322155
thld:0.045,55510,83984,115469,192630,236983,265619,282506,307845,317279
thld:0.050,43660,68339,96158,169791,214987,247157,267312,298222,313650
thld:0.100,6308,12039,19247,48112,76445,101254,124137,174507,208903
