,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,14533,17825,19824,21982,22316,22525,22665,22566,22681
thld:0.020,10866,14077,16747,20717,21821,22306,22555,22631,22617
thld:0.025,7893,10917,13785,18942,20831,21800,22164,22587,22630
thld:0.030,5639,8389,11068,16859,19446,20864,21569,22375,22576
thld:0.035,4013,6346,8783,14702,17821,19619,20665,22073,22453
thld:0.040,2892,4786,6941,12538,16098,18241,19536,21528,22274
thld:0.045,2185,3710,5536,10744,14328,16673,18234,20775,21820
thld:0.050,1664,2855,4421,9272,12793,15216,17050,20033,21616
thld:0.100,179,367,628,1922,3509,5048,6503,10346,13864
