,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,46.22,46.70,47.00,47.28,47.33,47.34,47.35,47.35,47.35
thld:0.020,47.87,48.37,48.79,49.24,49.36,49.40,49.41,49.42,49.42
thld:0.025,48.74,49.29,49.72,50.34,50.55,50.64,50.68,50.72,50.73
thld:0.030,49.19,49.75,50.21,50.94,51.25,51.40,51.50,51.59,51.62
thld:0.035,49.57,50.06,50.55,51.38,51.79,52.01,52.14,52.29,52.35
thld:0.040,49.83,50.28,50.74,51.65,52.14,52.43,52.60,52.84,52.94
thld:0.045,50.23,50.51,50.93,51.91,52.45,52.77,53.02,53.34,53.50
thld:0.050,50.58,50.82,51.15,52.13,52.73,53.10,53.36,53.76,53.97
thld:0.100,53.48,52.82,52.99,53.41,54.23,54.80,55.17,56.16,56.92
