,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,49.06,49.35,49.16,50.09,49.92,48.70,48.82,48.00,48.14,48.35,47.69,47.65,47.96,49.60,48.80
thld:0.020,50.58,51.10,50.91,51.92,51.58,50.80,50.12,49.53,49.85,50.01,50.48,50.15,50.12,51.14,50.11
thld:0.025,51.60,52.17,51.93,52.70,52.22,51.40,51.33,50.55,50.86,51.15,51.08,51.23,50.99,51.82,51.73
thld:0.030,52.26,52.72,52.61,53.16,52.73,51.70,51.62,51.41,51.66,52.29,51.55,51.52,51.87,52.51,52.94
thld:0.035,52.78,53.42,53.29,53.83,53.14,52.14,51.90,52.09,51.99,52.80,51.72,51.82,51.61,52.87,53.39
thld:0.040,53.44,53.78,53.61,54.24,53.41,52.97,52.12,52.28,51.99,53.03,52.44,51.69,52.29,53.29,53.45
thld:0.045,53.87,54.25,53.88,54.65,53.74,53.35,52.53,52.68,52.74,52.93,52.55,51.90,52.85,53.54,53.72
thld:0.050,54.20,54.55,54.40,55.09,54.18,53.70,52.24,52.69,53.26,53.32,52.85,51.85,53.33,53.36,53.76
thld:0.100,56.73,56.62,56.50,57.07,56.68,57.05,55.58,55.78,56.72,56.51,55.83,55.19,55.12,55.59,55.69
