,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,48.83,49.62,49.91,50.19,50.26,50.30,50.31,50.34,50.31
thld:0.020,49.38,50.34,50.93,51.35,51.49,51.55,51.62,51.64,51.66
thld:0.025,48.63,49.96,50.84,51.54,51.97,51.98,52.13,52.13,52.17
thld:0.030,48.16,49.30,50.73,51.71,52.27,52.39,52.51,52.64,52.71
thld:0.035,48.31,48.93,50.96,52.27,52.85,53.19,53.38,53.70,53.79
thld:0.040,47.64,48.95,50.79,52.79,53.42,53.66,53.91,54.33,54.59
thld:0.045,47.12,49.03,50.53,52.82,53.73,54.08,54.32,54.90,55.15
thld:0.050,46.67,48.68,50.29,53.16,54.15,54.67,54.92,55.62,55.92
thld:0.100,49.14,42.57,47.18,52.79,54.26,55.74,56.20,57.97,59.07
