,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,50.87,51.29,51.25,51.37,51.37,51.48,51.38,51.39,51.41
thld:0.020,51.84,52.40,52.69,52.89,52.80,52.98,52.93,52.95,52.97
thld:0.025,53.09,53.56,53.89,53.58,53.79,53.92,53.89,53.98,54.01
thld:0.030,53.71,54.08,54.30,54.02,54.17,54.34,54.33,54.43,54.47
thld:0.035,53.72,54.08,54.51,54.45,54.52,54.59,54.73,54.96,54.99
thld:0.040,53.90,54.12,54.67,54.57,54.47,54.78,54.99,55.17,55.28
thld:0.045,54.07,54.42,55.00,55.02,54.85,55.16,55.56,55.72,55.83
thld:0.050,54.30,54.53,55.21,55.27,55.26,55.71,56.02,56.07,56.21
thld:0.100,56.15,53.20,53.38,57.31,57.34,58.18,58.70,59.54,59.76
