,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,46.56,46.91,47.11,47.30,47.34,47.34,47.35,47.35,47.36
thld:0.020,48.54,48.81,49.02,49.31,49.38,49.41,49.41,49.42,49.42
thld:0.025,49.63,49.91,50.12,50.49,50.62,50.66,50.69,50.72,50.73
thld:0.030,50.34,50.53,50.74,51.18,51.36,51.48,51.53,51.60,51.61
thld:0.035,50.81,50.95,51.25,51.74,52.02,52.13,52.22,52.31,52.36
thld:0.040,51.19,51.27,51.58,52.16,52.46,52.62,52.75,52.88,52.95
thld:0.045,51.57,51.59,51.92,52.55,52.86,53.05,53.23,53.41,53.51
thld:0.050,51.82,51.88,52.18,52.92,53.25,53.46,53.63,53.89,54.02
thld:0.100,53.74,53.37,53.45,54.57,55.44,55.91,56.24,56.98,57.47
