,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,49.94,49.92,50.22,50.24,50.29,50.31,50.31,50.35,50.34
thld:0.020,50.92,51.10,51.53,51.48,51.61,51.63,51.65,51.63,51.66
thld:0.025,51.08,51.45,51.81,51.88,52.12,52.09,52.13,52.14,52.20
thld:0.030,51.50,51.49,51.85,52.20,52.53,52.48,52.58,52.67,52.73
thld:0.035,51.70,51.62,52.55,52.92,53.33,53.36,53.61,53.68,53.85
thld:0.040,51.80,51.86,52.85,53.54,54.02,54.08,54.26,54.52,54.57
thld:0.045,51.40,51.85,53.03,53.91,54.50,54.58,54.82,55.09,55.19
thld:0.050,51.34,52.43,53.27,54.54,54.99,55.28,55.59,55.85,56.03
thld:0.100,50.36,49.51,52.18,56.98,58.04,58.28,58.67,59.85,60.18
