,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,140618,157772,158762,159677,159960,159968,160015,160022,159959
thld:0.020,158412,162408,163854,164953,165440,165383,165673,165527,165636
thld:0.025,159754,164466,166236,167245,168216,168577,168878,168999,168921
thld:0.030,159962,164824,167518,169629,169905,170650,170481,171187,170911
thld:0.035,160730,165448,167886,170772,171593,172471,172573,172851,173434
thld:0.040,160841,165753,168817,171450,172924,173265,174453,174899,175139
thld:0.045,160466,166259,168561,171988,173862,174703,174335,176038,175799
thld:0.050,160676,166460,169281,173072,173466,175031,176093,177800,177761
thld:0.100,161151,166469,168867,174212,175868,177698,179654,182817,181628
