,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,118442,135787,147031,157441,159313,159849,159906,160285,160144
thld:0.020,96430,117483,134883,156738,162482,164348,165031,165422,165700
thld:0.025,75186,97705,118103,149489,160270,164673,166736,168691,168957
thld:0.030,57500,78709,99897,138387,154440,162188,166262,170209,171096
thld:0.035,44259,63535,84001,126062,146348,157039,162979,170646,172428
thld:0.040,34282,51292,70025,113408,136778,150301,158382,169558,173691
thld:0.045,26824,41221,58233,100684,125805,142195,152041,166799,172452
thld:0.050,20949,33470,48410,88813,114462,132950,144734,162878,172125
thld:0.100,3090,5901,9606,25055,40972,55259,68690,99409,121337
