,limit:3,limit:5,limit:7,limit:14,limit:21,limit:28,limit:35,limit:56,limit:84
thld:0.015,9123,11465,11535,11616,11644,11629,11672,11674,11677
thld:0.020,11288,11664,11799,11919,11965,11986,12011,12010,11996
thld:0.025,11385,11789,11868,12022,12138,12217,12210,12254,12235
thld:0.030,11334,11809,11885,12105,12140,12292,12307,12350,12355
thld:0.035,11399,11813,11893,12097,12228,12333,12343,12473,12445
thld:0.040,11344,11779,11798,12163,12185,12394,12405,12491,12458
thld:0.045,11334,11782,11892,12140,12203,12459,12503,12605,12638
thld:0.050,11330,11740,11854,12212,12297,12513,12619,12669,12701
thld:0.100,11366,11771,11854,12127,12387,12647,12812,13055,13064
