,rng:3.00,rng:5.00,rng:7.00,rng:9.00,rng:11.00,rng:13.00,rng:15.00,rng:17.00,rng:19.00,rng:21.00,rng:23.00,rng:25.00,rng:27.00,rng:29.00,rng:31.00
thld:0.015,7275,2043,869,460,252,168,108,72,55,41,34,26,26,23,15
thld:0.020,7292,2046,877,465,256,175,117,79,55,46,35,28,24,23,15
thld:0.025,7062,2014,828,447,253,174,113,78,56,43,32,29,25,22,13
thld:0.030,6644,1870,766,412,237,161,100,69,53,38,31,28,26,22,13
thld:0.035,6149,1716,694,369,211,144,90,60,48,34,27,25,24,19,12
thld:0.040,5543,1552,631,311,189,135,78,54,38,31,27,22,20,19,13
thld:0.045,4958,1378,551,281,165,123,70,51,38,28,20,19,17,15,12
thld:0.050,4462,1206,493,252,153,102,68,51,33,25,19,17,16,14,9
thld:0.100,1269,331,130,68,44,23,15,12,8,4,5,6,5,5,3
